Job_Title,Company_Name,Job_Condition,Job_Description,Job_Link
Saramin,생성형 AI 빅데이터 마케팅 플랫폼 데이터엔지니어(python)채용,(주)빅링크에이아이,신입·경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52072460&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=190e89a1-5ea3-42c3-90df-c72bf61db80f
Saramin,모터센스 시니어 백엔드 개발자(Python),(주)이파피루스,경력 7~15년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52253475&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,AI 어플리케이션 개발자 모집,(주)엘핀,신입·경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52076943&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,"개발자(파이썬 / 자동수집, 크롤링)",(주)옥션원,경력 3~20년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52095711&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,"(경력)  솔루션 개발 및 유지 (Vue.js,Python, JAVA) 추가모집",(주)안다미컴퍼니,경력 2~5년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51937869&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,"(주)옥션원 개발자(파이썬 / 자동수집, 크롤링) 모집",(주)옥션원,경력3년↑,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52095332&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,[웹개발]  CRM 관리 PHP 자바 파이선,(주)에코바이오의학연구소,경력2년↑,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52160692&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,AI 서비스  개발자 채용 (신입/경력),(주)테이슨,경력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52047812&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,[미디어젠(주)] 파이썬 백엔드/서버 개발자(경력),미디어젠(주),경력2년↑,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52242216&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,(Python) 개발 경력자 모집,(주)휴먼딥,경력5년↑,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52156030&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,[경력]Python기반 ETL 및 운영 데이터 엔지니어 개발자 (부산),(주)뉴로코어,경력 5~10년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52095265&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,[Catalyst] 생성형 AIPythonFullstack 개발자,콘센트릭스서비스코리아(유),경력5년↑,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52081518&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,[다이퀘스트] LLM 및 딥러닝 기반 솔루션 개발(신입/경력/병특),(주)다이퀘스트,신입·경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51912856&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,[폴라리스AI] AI 서비스 개발자 채용,(주)폴라리스에이아이,경력3년↑,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52013030&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,백엔드 개발자 (Replication),오케스트로(주),경력 3~15년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52029926&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,[데이터분석] 파이썬 백엔드(사전 인터뷰 필독),(주)비타,경력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52001474&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,[핀테크/python/정규] Back-end Engineer (5년 이상),(주)파운트,경력 5~15년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52088984&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,백엔드 개발자 (DR Solution),오케스트로(주),경력 3~15년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52030029&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,"[시차출퇴근제] SW 엔지니어 모집 (C/C++,C#,Python)",비앤에프테크놀로지(주),경력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52214065&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,[AI 클라우드 SW] 백엔드/프론트엔드/앱 개발자 채용,(주)인티그리트,경력,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52177472&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,"주식회사편안랩스 JAVA,Python개발자 채용",주식회사편안랩스,경력 3~5년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51935589&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,JuniorPythonBackend,(주)샐러드랩,경력 1~3년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52081915&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,신입 개발자 모집,㈜네오메카,신입,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52034531&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,백앤드/모바일 SW개발자 (신입/경력),(주)테이슨,경력무관,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52071227&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,데이터 정규화 AI시스템 개발 경력 채용/전문연구요원 우대,슈어소프트테크(주),경력 2~7년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52261408&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
Saramin,[인공지능솔루션] 엔지니어 직군 채용,(주)제논,경력 1~20년,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52179525&location=ts&searchword=python&searchType=search&paid_fl=n&search_uuid=1528002c-8b84-43cf-a162-78093622791e
